ID,Source,Default branch,XML launch files,Py launch files,Language,Issues (total),Open issues,Closed issues,PR (total),Open PRs,Closed PRs,Commits,Branches,Releases,Contributors,Description,URL,Categorized by,Batch,Included,Violated criterion,Scope,System type 1,System type 2,System type 3,Capability 1,Capability 2,Capability 3,SA documented,SA documentation,Notes
ROBOTIS-GIT/turtlebot3,github,master,27,0,Python,290,15,275,143,1,142,440,8,9,23,ROS packages for Turtlebot3,https://github.com/ROBOTIS-GIT/turtlebot3,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,http://emanual.robotis.com/docs/en/platform/turtlebot3/teleoperation/,
ros-controls/ros_control,github,melodic-devel,7,0,C++,166,51,115,216,10,206,747,13,50,43,Generic and simple controls framework for ROS,https://github.com/ros-controls/ros_control,Ivano,1,YES,,SUBSYSTEM,GEN,,,Control,,,PARTIALLY,https://hal.archives-ouvertes.fr/hal-01662418/document,
ros-perception/image_pipeline,github,melodic,6,0,C++,228,48,180,190,23,167,868,29,118,97,An image processing pipeline for ROS.,https://github.com/ros-perception/image_pipeline,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,YES,http://wiki.ros.org/image_pipeline,
ros-perception/laser_filters,github,indigo-devel,10,0,C++,21,9,12,56,7,49,170,13,60,35,"Assorted filters designed to operate on 2D planar laser scanners, which use the sensor_msgs/LaserScan type.",https://github.com/ros-perception/laser_filters,Ivano,2,YES,,SUBSYSTEM,GEN,,,Sensing,,,YES,https://github.com/ros-perception/laser_filters/blob/indigo-devel/doc/node_organization.svg,
ros-perception/opencv_apps,github,indigo,56,0,C++,24,10,14,70,12,58,224,3,7,18,http://wiki.ros.org/opencv_apps,https://github.com/ros-perception/opencv_apps,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,YES,http://wiki.ros.org/opencv_apps,
ros-planning/moveit,github,master,56,0,C++,599,259,340,893,24,869,6615,8,43,232,:robot: The MoveIt! motion planning framework,https://github.com/ros-planning/moveit,Ivano,1,YES,,SUBSYSTEM,Manu,,,Planning,Control,,PARTIALLY, https://moveit.ros.org/documentation/concepts/,
ros-planning/navigation,github,melodic-devel,38,0,C++,339,65,274,550,39,511,1824,15,115,130,ROS Navigation stack.  Code for finding where the robot is and how it can get somewhere else.,https://github.com/ros-planning/navigation,Ivano,1,YES,,SUBSYSTEM,Ground,,,Navigation,Planning,,YES,http://wiki.ros.org/navigation/Tutorials/RobotSetup,
ros-planning/navigation2,github,master,3,11,C++,350,130,220,456,23,433,661,11,9,22,ROS2 Navigation,https://github.com/ros-planning/navigation2,Ivano,2,YES,,SUBSYSTEM,Ground,,,Navigation,Planning,,YES,https://github.com/ros-planning/navigation2/blob/master/doc/design/ROS_COMPARISON.md,ROS2 version of ros_planning?navigation
ROS-PSE/arni,github,master,21,0,Python,17,4,13,4,0,4,536,6,7,13,this is the codebase of the Advanced ROS Network Introspection.,https://github.com/ROS-PSE/arni,Ivano,2,YES,,SUBSYSTEM,GEN,,,DevSupport,,,YES,https://github.com/ROS-PSE/arni/blob/master/ARNI_dataflow.png,
ros/actionlib,github,indigo-devel,15,0,C++,55,28,27,86,16,70,739,11,99,67,"Provides a standardized interface for interfacing with preemptable tasks. Examples of this include moving the base to a target location, performing a laser scan and returning the resulting point cloud, detecting the handle of a door, etc.",https://github.com/ros/actionlib,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,http://wiki.ros.org/actionlib,
ros/geometry2,github,melodic-devel,11,0,C++,151,38,113,234,12,222,1392,12,49,111,A set of ROS packages for keeping track of coordinate transforms.,https://github.com/ros/geometry2,Ivano,1,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,http://wiki.ros.org/tf2/Design,
rosflight/rosflight,github,master,9,0,C++,40,14,26,53,2,51,539,19,6,21,ROS stack for the ROSflight autopilot,https://github.com/rosflight/rosflight,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,YES,http://wiki.ros.org/rosflight,Additional doc: http://rosflight.org/
RoverRobotics/rr_openrover_basic,github,master,3,0,C++,16,5,11,4,1,3,280,8,10,9,If you have purchased the basic version of the OpenRover this code will allow you to communicate with your OpenRover using ROS,https://github.com/RoverRobotics/rr_openrover_basic,Ivano,2,YES,,SUBSYSTEM,Ground,,,Control,,,YES,http://wiki.ros.org/rr_openrover_basic,
rst-tu-dortmund/teb_local_planner,github,kinetic-devel,1,0,C++,107,40,67,35,12,23,275,12,45,11,An optimal trajectory planner considering distinctive topologies for mobile robots based on Timed-Elastic-Bands (ROS Package),https://github.com/rst-tu-dortmund/teb_local_planner,Ivano,2,YES,,SUBSYSTEM,Ground,,,Planning,,,YES,http://wiki.ros.org/teb_local_planner#Node_API,
Scheik/ROS-Workspace,github,master,20,0,C++,6,2,4,0,0,0,710,3,5,6,Catkin workspace for my ROS driven mobile robot,https://github.com/Scheik/ROS-Workspace,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,http://www.the-starbearer.de/,
sigmaai/self-driving-golf-cart,github,master,30,0,Makefile,9,2,7,5,0,5,436,6,5,6,Be Driven 🚘,https://github.com/sigmaai/self-driving-golf-cart,Ivano,1,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,PARTIALLY,https://github.com/sigmaai/self-driving-golf-cart,
SJSU-AD/FusionAD,github,develop,50,0,C++,140,25,115,118,1,117,312,6,1,12,An open source autonomous driving stack by San Jose State University Autonomous Driving Team,https://github.com/SJSU-AD/FusionAD,Ivano,1,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,PARTIALLY,https://github.com/SJSU-AD/FusionAD,
spencer-project/spencer_people_tracking,github,master,58,0,C++,47,16,31,19,4,15,243,6,0,7,Multi-modal ROS-based people detection and tracking framework for mobile robots developed within the context of the EU FP7 project SPENCER.,https://github.com/spencer-project/spencer_people_tracking,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,https://github.com/spencer-project/spencer_people_tracking,
start-jsk/denso,github,kinetic-devel,46,0,Common Lisp,45,9,36,55,3,52,268,5,24,12,A controller package suite for robots from Densowave based on open-industrial-ros-controllers,https://github.com/start-jsk/denso,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,,,PARTIALLY,http://wiki.ros.org/denso#Module_Relations,
start-jsk/rtmros_common,github,master,33,0,Common Lisp,465,45,420,599,28,571,4036,3,28,76,OpenRTM - ROS interoperability packages,https://github.com/start-jsk/rtmros_common,Ivano,1,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,http://wiki.ros.org/rtmros_common/Tutorials/GettingStart,
start-jsk/rtmros_hironx,github,indigo-devel,37,0,Common Lisp,199,46,153,334,18,316,1171,5,56,25,hironx controller and applications using rtmros packages,https://github.com/start-jsk/rtmros_hironx,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,Planning,,PARTIALLY,http://wiki.ros.org/rtmros_hironx,
Tabjones/pacman_vision,bitbucket,master,2,0,c++,0,0,0,0,0,0,346,6,,4,"Pacman vision module, ROS node.",https://bitbucket.org/Tabjones/pacman_vision,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,https://github.com/Tabjones/pacman_vision/wiki,
team-vigir/flexbe_behavior_engine,github,master,6,0,Python,52,25,27,20,2,18,294,14,4,21,Contains the behavior engine FlexBE.,https://github.com/team-vigir/flexbe_behavior_engine,Ivano,1,YES,,SUBSYSTEM,GEN,,,Planning,,,YES,http://philserver.bplaced.net/fbe/documentation.php,
team-vigir/vigir_footstep_planning_core,github,master,15,0,C++,2,0,2,1,0,1,117,5,1,7,Provides the generic footstep planner,https://github.com/team-vigir/vigir_footstep_planning_core,Ivano,1,YES,,SUBSYSTEM,Service,,,Planning,,,PARTIALLY,http://wiki.ros.org/vigir_footstep_planning#Terrain_Generation,Footstep planner
tue-robotics/ed,github,master,1,0,C++,58,5,53,31,2,29,719,16,7,21,Environment Descriptor,https://github.com/tue-robotics/ed,Ivano,1,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,https://github.com/tue-robotics/ed,
tuw-robotics/tuw_multi_robot,github,master,22,0,C++,4,3,1,4,1,3,265,6,0,15,,https://github.com/tuw-robotics/tuw_multi_robot,Ivano,1,YES,,SUBSYSTEM,GEN,,,Planning,,,YES,https://github.com/tuw-robotics/tuw_multi_robot,
udg_cirs/cola2_core,bitbucket,master,2,0,c++,1,1,0,3,3,0,506,4,,20,ROS metapackage that contains core package for the COLA2 architecture: cola2_msgs & cola2_lib.,https://bitbucket.org/udg_cirs/cola2_core,Ivano,1,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,https://bitbucket.org/udg_cirs/cola2_core/wiki/Home,Component Oriented Layered-base Architecture for Autonomy (COLA2). 
uf-mil/NaviGator,github,master,48,0,Python,186,45,141,313,9,304,1574,76,1,45,NaviGator ASV on-board software,https://github.com/uf-mil/NaviGator,Ivano,1,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,PARTIALLY,https://github.com/uf-mil/NaviGator/blob/master/docs/high_level_architecture.dot,
uf-mil/SubjuGator,github,master,33,0,C,93,19,74,308,2,306,1572,32,0,37,SubjuGator 8 on-board software,https://github.com/uf-mil/SubjuGator,Ivano,1,YES,,FULL_SYSTEM,Underwater,,,FULL,,,YES,https://github.com/uf-mil/SubjuGator/blob/master/docs/high_level_architecture.svg,
ut-ims-robotics/robotont,github,kinetic-devel,32,0,C++,15,3,12,17,0,17,233,6,1,11,ROS support packages for robotont - an open robot hardware platform from the University of Tartu,https://github.com/ut-ims-robotics/robotont,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,https://github.com/ut-ims-robotics/robotont,
uwsailbot/boat_2018,github,master,9,0,Python,11,3,8,14,0,14,419,6,0,11,2018 ROS Architecture,https://github.com/uwsailbot/boat_2018,Ivano,1,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,PARTIALLY,https://docs.google.com/spreadsheets/d/e/2PACX-1vRJPwn2XdzYAXsQpauvrPZ5q93W5B0C67GXXE5j3xL2SomwScCGoXGPIHMnfCvfF4DZ18LwXwg1yf4g/pubhtml,
whoenig/crazyflie_ros,github,master,24,0,C++,118,23,95,22,1,21,221,10,0,14,ROS Driver for Bitcraze Crazyflie,https://github.com/whoenig/crazyflie_ros,Ivano,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,YES,https://github.com/whoenig/crazyflie_ros,
xuefengchang/micros_swarm_framework,github,master,43,0,C++,8,2,6,2,0,2,182,6,15,6,,https://github.com/xuefengchang/micros_swarm_framework,Ivano,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,PARTIALLY,https://github.com/xuefengchang/micros_swarm_framework,
